Station,Year,Month,Day,Hour,Waterlevel,Station.1,Year.1,Month.1,Day.1,Hour.1,Waterlevel.1,Waterlevel.2,Station.2,Year.2,Month.2,Day.2,Hour.2,Waterlevel.3,Date_Time,RF-Station,RF-Intensity,RF-Intensity.1,RF-Station.1,RF-Intensity.2,RF-Intensity.3,Humidity,Precipitation,Temperature,Temperature.1,Humidity.1,Precipitation.1,Temperature.2,Humidity.2,Precipitation.2
Nangka,2023,12,15,10,15.93,Sto Nino,2023,12,15,10,11.53,11.53,Montalban,2023,12,15,10,21.56,2023-12-15 10:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.24081736376197,0.0,29.4,29.4,18.24081736376197,0.0,29.4,18.24081736376197,0.0
Nangka,2023,12,15,11,15.93,Sto Nino,2023,12,15,11,11.56,11.56,Montalban,2023,12,15,11,21.56,2023-12-15 11:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.03772164455154,0.0,30.0,30.0,18.03772164455154,0.0,30.0,18.03772164455154,0.0
Nangka,2023,12,15,12,15.93,Sto Nino,2023,12,15,12,11.58,11.58,Montalban,2023,12,15,12,21.56,2023-12-15 12:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.842519965034864,0.0,30.2,30.2,18.842519965034864,0.0,30.2,18.842519965034864,0.0
Nangka,2023,12,15,13,15.93,Sto Nino,2023,12,15,13,11.59,11.59,Montalban,2023,12,15,13,21.56,2023-12-15 13:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.52044645540622,0.0,30.4,30.4,18.52044645540622,0.0,30.4,18.52044645540622,0.0
Nangka,2023,12,15,14,15.93,Sto Nino,2023,12,15,14,11.60,11.60,Montalban,2023,12,15,14,21.56,2023-12-15 14:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.296093102237673,0.0,30.7,30.7,18.296093102237673,0.0,30.7,18.296093102237673,0.0
Nangka,2023,12,15,15,15.93,Sto Nino,2023,12,15,15,11.60,11.60,Montalban,2023,12,15,15,21.56,2023-12-15 15:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.407966183511277,0.0,30.3,30.3,18.407966183511277,0.0,30.3,18.407966183511277,0.0
Nangka,2023,12,15,16,15.93,Sto Nino,2023,12,15,16,11.60,11.60,Montalban,2023,12,15,16,21.56,2023-12-15 16:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.63353681698211,0.0,29.7,29.7,18.63353681698211,0.0,29.7,18.63353681698211,0.0
Nangka,2023,12,15,17,15.93,Sto Nino,2023,12,15,17,11.59,11.59,Montalban,2023,12,15,17,21.56,2023-12-15 17:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.61473006336323,0.0,29.5,29.5,18.61473006336323,0.0,29.5,18.61473006336323,0.0
Nangka,2023,12,15,18,15.93,Sto Nino,2023,12,15,18,11.61,11.61,Montalban,2023,12,15,18,21.56,2023-12-15 18:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.61473006336323,0.0,28.6,28.6,18.61473006336323,0.0,28.6,18.61473006336323,0.0
Nangka,2023,12,15,19,15.93,Sto Nino,2023,12,15,19,11.62,11.62,Montalban,2023,12,15,19,21.56,2023-12-15 19:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.595961234628195,0.0,27.9,27.9,18.595961234628195,0.0,27.9,18.595961234628195,0.0
Nangka,2023,12,15,20,15.93,Sto Nino,2023,12,15,20,11.62,11.62,Montalban,2023,12,15,20,21.56,2023-12-15 20:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.919142876328944,0.25,27.1,27.1,18.919142876328944,0.25,27.1,18.919142876328944,0.25
Nangka,2023,12,15,21,15.93,Sto Nino,2023,12,15,21,11.66,11.66,Montalban,2023,12,15,21,21.56,2023-12-15 21:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.919142876328944,1.0,26.7,26.7,18.919142876328944,1.0,26.7,18.919142876328944,1.0
Nangka,2023,12,15,22,15.93,Sto Nino,2023,12,15,22,11.72,11.72,Montalban,2023,12,15,22,21.56,2023-12-15 22:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.919142876328944,1.0,26.5,26.5,18.919142876328944,1.0,26.5,18.919142876328944,1.0
Nangka,2023,12,15,23,15.93,Sto Nino,2023,12,15,23,11.73,11.73,Montalban,2023,12,15,23,21.56,2023-12-15 23:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.93822256199692,0.0,26.3,26.3,18.93822256199692,0.0,26.3,18.93822256199692,0.0
Nangka,2023,12,16,0,15.93,Sto Nino,2023,12,16,0,11.73,11.73,Montalban,2023,12,16,0,21.56,2023-12-16 00:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.93822256199692,0.0,25.8,25.8,18.93822256199692,0.0,25.8,18.93822256199692,0.0
Nangka,2023,12,16,1,15.93,Sto Nino,2023,12,16,1,11.71,11.71,Montalban,2023,12,16,1,21.56,2023-12-16 01:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,19.053546771273044,0.0,25.7,25.7,19.053546771273044,0.0,25.7,19.053546771273044,0.0
Nangka,2023,12,16,2,15.93,Sto Nino,2023,12,16,2,11.71,11.71,Montalban,2023,12,16,2,21.56,2023-12-16 02:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.823518862254097,0.0,25.7,25.7,18.823518862254097,0.0,25.7,18.823518862254097,0.0
Nangka,2023,12,16,3,15.93,Sto Nino,2023,12,16,3,11.69,11.69,Montalban,2023,12,16,3,21.56,2023-12-16 03:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.72831737394497,0.0,25.6,25.6,18.72831737394497,0.0,25.6,18.72831737394497,0.0
Nangka,2023,12,16,4,15.93,Sto Nino,2023,12,16,4,11.70,11.70,Montalban,2023,12,16,4,21.56,2023-12-16 04:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.72831737394497,0.0,25.6,25.6,18.72831737394497,0.0,25.6,18.72831737394497,0.0
Nangka,2023,12,16,5,15.93,Sto Nino,2023,12,16,5,11.68,11.68,Montalban,2023,12,16,5,21.56,2023-12-16 05:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.50175511268274,0.0,25.6,25.6,18.50175511268274,0.0,25.6,18.50175511268274,0.0
Nangka,2023,12,16,6,15.93,Sto Nino,2023,12,16,6,11.66,11.66,Montalban,2023,12,16,6,21.56,2023-12-16 06:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.823518862254097,0.0,26.2,26.2,18.823518862254097,0.0,26.2,18.823518862254097,0.0
Nangka,2023,12,16,7,15.93,Sto Nino,2023,12,16,7,11.63,11.63,Montalban,2023,12,16,7,21.56,2023-12-16 07:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.57723021617604,0.0,26.6,26.6,18.57723021617604,0.0,26.6,18.57723021617604,0.0
Nangka,2023,12,16,8,15.93,Sto Nino,2023,12,16,8,11.61,11.61,Montalban,2023,12,16,8,21.56,2023-12-16 08:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.690586131715897,0.0,27.3,27.3,18.690586131715897,0.0,27.3,18.690586131715897,0.0
Nangka,2023,12,16,9,15.93,Sto Nino,2023,12,16,9,11.60,11.60,Montalban,2023,12,16,9,21.56,2023-12-16 09:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.55853689386707,0.0,28.1,28.1,18.55853689386707,0.0,28.1,18.55853689386707,0.0
Nangka,2023,12,16,10,15.93,Sto Nino,2023,12,16,10,11.59,11.59,Montalban,2023,12,16,10,21.56,2023-12-16 10:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.57723021617604,0.0,28.8,28.8,18.57723021617604,0.0,28.8,18.57723021617604,0.0
Nangka,2023,12,16,11,15.93,Sto Nino,2023,12,16,11,11.59,11.59,Montalban,2023,12,16,11,21.56,2023-12-16 11:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.690586131715897,0.0,29.6,29.6,18.690586131715897,0.0,29.6,18.690586131715897,0.0
Nangka,2023,12,16,12,15.93,Sto Nino,2023,12,16,12,11.61,11.61,Montalban,2023,12,16,12,21.56,2023-12-16 12:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,19.053546771273044,0.0,29.9,29.9,19.053546771273044,0.0,29.9,19.053546771273044,0.0
Nangka,2023,12,16,13,15.93,Sto Nino,2023,12,16,13,11.60,11.60,Montalban,2023,12,16,13,21.56,2023-12-16 13:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.957340769695374,0.0,30.3,30.3,18.957340769695374,0.0,30.3,18.957340769695374,0.0
Nangka,2023,12,16,14,15.93,Sto Nino,2023,12,16,14,11.62,11.62,Montalban,2023,12,16,14,21.56,2023-12-16 14:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,19.188848814572296,0.0,30.8,30.8,19.188848814572296,0.0,30.8,19.188848814572296,0.0
Nangka,2023,12,16,15,15.93,Sto Nino,2023,12,16,15,11.63,11.63,Montalban,2023,12,16,15,21.56,2023-12-16 15:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.976497616206615,0.0,30.3,30.3,18.976497616206615,0.0,30.3,18.976497616206615,0.0
Nangka,2023,12,16,16,15.93,Sto Nino,2023,12,16,16,11.66,11.66,Montalban,2023,12,16,16,21.56,2023-12-16 16:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.957340769695374,0.0,29.8,29.8,18.957340769695374,0.0,29.8,18.957340769695374,0.0
Nangka,2023,12,16,17,15.93,Sto Nino,2023,12,16,17,11.66,11.66,Montalban,2023,12,16,17,21.56,2023-12-16 17:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.72831737394497,0.0,29.3,29.3,18.72831737394497,0.0,29.3,18.72831737394497,0.0
Nangka,2023,12,16,18,15.93,Sto Nino,2023,12,16,18,11.66,11.66,Montalban,2023,12,16,18,21.56,2023-12-16 18:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.72831737394497,0.0,29.1,29.1,18.72831737394497,0.0,29.1,18.72831737394497,0.0
Nangka,2023,12,16,19,15.93,Sto Nino,2023,12,16,19,11.66,11.66,Montalban,2023,12,16,19,21.56,2023-12-16 19:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.14816346627618,0.0,28.4,28.4,18.14816346627618,0.0,28.4,18.14816346627618,0.0
Nangka,2023,12,16,20,15.93,Sto Nino,2023,12,16,20,11.66,11.66,Montalban,2023,12,16,20,21.56,2023-12-16 20:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,17.80068744927372,0.0,27.6,27.6,17.80068744927372,0.0,27.6,17.80068744927372,0.0
Nangka,2023,12,16,21,15.93,Sto Nino,2023,12,16,21,11.68,11.68,Montalban,2023,12,16,21,21.56,2023-12-16 21:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,17.692139622232276,0.0,27.3,27.3,17.692139622232276,0.0,27.3,17.692139622232276,0.0
Nangka,2023,12,16,22,15.93,Sto Nino,2023,12,16,22,11.70,11.70,Montalban,2023,12,16,22,21.56,2023-12-16 22:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.001432915249755,0.0,26.9,26.9,18.001432915249755,0.0,26.9,18.001432915249755,0.0
Nangka,2023,12,16,23,15.93,Sto Nino,2023,12,16,23,11.74,11.74,Montalban,2023,12,16,23,21.56,2023-12-16 23:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.352348727818782,1.0,26.6,26.6,18.352348727818782,1.0,26.6,18.352348727818782,1.0
Nangka,2023,12,17,0,15.93,Sto Nino,2023,12,17,0,11.75,11.75,Montalban,2023,12,17,0,21.56,2023-12-17 00:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.46448538213696,0.0,26.3,26.3,18.46448538213696,0.0,26.3,18.46448538213696,0.0
Nangka,2023,12,17,1,15.93,Sto Nino,2023,12,17,1,11.74,11.74,Montalban,2023,12,17,1,21.56,2023-12-17 01:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.24081736376197,0.0,26.1,26.1,18.24081736376197,0.0,26.1,18.24081736376197,0.0
Nangka,2023,12,17,2,15.93,Sto Nino,2023,12,17,2,11.72,11.72,Montalban,2023,12,17,2,21.56,2023-12-17 02:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.259205461888453,0.0,25.9,25.9,18.259205461888453,0.0,25.9,18.259205461888453,0.0
Nangka,2023,12,17,3,15.93,Sto Nino,2023,12,17,3,11.70,11.70,Montalban,2023,12,17,3,21.56,2023-12-17 03:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.259205461888453,0.0,25.7,25.7,18.259205461888453,0.0,25.7,18.259205461888453,0.0
Nangka,2023,12,17,4,15.93,Sto Nino,2023,12,17,4,11.69,11.69,Montalban,2023,12,17,4,21.56,2023-12-17 04:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.14816346627618,0.0,25.6,25.6,18.14816346627618,0.0,25.6,18.14816346627618,0.0
Nangka,2023,12,17,5,15.93,Sto Nino,2023,12,17,5,11.67,11.67,Montalban,2023,12,17,5,21.56,2023-12-17 05:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.019559009884464,0.0,25.5,25.5,18.019559009884464,0.0,25.5,18.019559009884464,0.0
Nangka,2023,12,17,6,15.93,Sto Nino,2023,12,17,6,11.65,11.65,Montalban,2023,12,17,6,21.56,2023-12-17 06:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,17.909826302281676,0.0,26.4,26.4,17.909826302281676,0.0,26.4,17.909826302281676,0.0
Nangka,2023,12,17,7,15.93,Sto Nino,2023,12,17,7,11.63,11.63,Montalban,2023,12,17,7,21.56,2023-12-17 07:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,17.909826302281676,0.0,27.0,27.0,17.909826302281676,0.0,27.0,17.909826302281676,0.0
Nangka,2023,12,17,8,15.93,Sto Nino,2023,12,17,8,11.61,11.61,Montalban,2023,12,17,8,21.56,2023-12-17 08:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,17.674346382679957,0.0,27.7,27.7,17.674346382679957,0.0,27.7,17.674346382679957,0.0
Nangka,2023,12,17,9,15.93,Sto Nino,2023,12,17,9,11.60,11.60,Montalban,2023,12,17,9,21.56,2023-12-17 09:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,17.674346382679957,0.0,28.6,28.6,17.674346382679957,0.0,28.6,17.674346382679957,0.0
Nangka,2023,12,17,10,15.93,Sto Nino,2023,12,17,10,11.59,11.59,Montalban,2023,12,17,10,21.56,2023-12-17 10:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,17.035963338190196,0.0,29.8,29.8,17.035963338190196,0.0,29.8,17.035963338190196,0.0
Nangka,2023,12,17,11,15.93,Sto Nino,2023,12,17,11,11.59,11.59,Montalban,2023,12,17,11,21.56,2023-12-17 11:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,16.621830966107485,0.0,31.1,31.1,16.621830966107485,0.0,31.1,16.621830966107485,0.0
Nangka,2023,12,17,12,15.93,Sto Nino,2023,12,17,12,11.58,11.58,Montalban,2023,12,17,12,21.56,2023-12-17 12:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,15.934570037066171,0.0,31.2,31.2,15.934570037066171,0.0,31.2,15.934570037066171,0.0
Nangka,2023,12,17,13,15.93,Sto Nino,2023,12,17,13,11.59,11.59,Montalban,2023,12,17,13,21.56,2023-12-17 13:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,15.367782690259345,0.0,31.2,31.2,15.367782690259345,0.0,31.2,15.367782690259345,0.0
Nangka,2023,12,17,14,15.93,Sto Nino,2023,12,17,14,11.59,11.59,Montalban,2023,12,17,14,21.56,2023-12-17 14:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,14.989808547133332,0.0,31.4,31.4,14.989808547133332,0.0,31.4,14.989808547133332,0.0
Nangka,2023,12,17,15,15.93,Sto Nino,2023,12,17,15,11.58,11.58,Montalban,2023,12,17,15,21.56,2023-12-17 15:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,14.803933925869213,0.0,30.9,30.9,14.803933925869213,0.0,30.9,14.803933925869213,0.0
Nangka,2023,12,17,16,15.93,Sto Nino,2023,12,17,16,11.60,11.60,Montalban,2023,12,17,16,21.56,2023-12-17 16:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,14.25852065462121,0.0,30.3,30.3,14.25852065462121,0.0,30.3,14.25852065462121,0.0
Nangka,2023,12,17,17,15.93,Sto Nino,2023,12,17,17,11.60,11.60,Montalban,2023,12,17,17,21.56,2023-12-17 17:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,14.528956313077215,0.0,29.9,29.9,14.528956313077215,0.0,29.9,14.528956313077215,0.0
Nangka,2023,12,17,18,15.93,Sto Nino,2023,12,17,18,11.60,11.60,Montalban,2023,12,17,18,21.56,2023-12-17 18:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,14.15513900423286,0.0,29.2,29.2,14.15513900423286,0.0,29.2,14.15513900423286,0.0
Nangka,2023,12,17,19,15.93,Sto Nino,2023,12,17,19,11.61,11.61,Montalban,2023,12,17,19,21.56,2023-12-17 19:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,14.6054164450181,0.0,28.5,28.5,14.6054164450181,0.0,28.5,14.6054164450181,0.0
Nangka,2023,12,17,20,15.93,Sto Nino,2023,12,17,20,11.62,11.62,Montalban,2023,12,17,20,21.56,2023-12-17 20:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,15.162494813245305,0.0,27.8,27.8,15.162494813245305,0.0,27.8,15.162494813245305,0.0
Nangka,2023,12,17,21,15.93,Sto Nino,2023,12,17,21,11.63,11.63,Montalban,2023,12,17,21,21.56,2023-12-17 21:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,15.544278321057394,0.0,27.4,27.4,15.544278321057394,0.0,27.4,15.544278321057394,0.0
Nangka,2023,12,17,22,15.93,Sto Nino,2023,12,17,22,11.64,11.64,Montalban,2023,12,17,22,21.56,2023-12-17 22:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,15.73835035091664,0.25,27.2,27.2,15.73835035091664,0.25,27.2,15.73835035091664,0.25
Nangka,2023,12,17,23,15.93,Sto Nino,2023,12,17,23,11.67,11.67,Montalban,2023,12,17,23,21.56,2023-12-17 23:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,15.934570037066171,1.0,27.1,27.1,15.934570037066171,1.0,27.1,15.934570037066171,1.0
Nangka,2023,12,18,0,15.93,Sto Nino,2023,12,18,0,11.72,11.72,Montalban,2023,12,18,0,21.56,2023-12-18 00:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,16.033491752134907,0.0,26.7,26.7,16.033491752134907,0.0,26.7,16.033491752134907,0.0
Nangka,2023,12,18,1,15.93,Sto Nino,2023,12,18,1,11.71,11.71,Montalban,2023,12,18,1,21.56,2023-12-18 01:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,16.53632417761742,0.0,26.4,26.4,16.53632417761742,0.0,26.4,16.53632417761742,0.0
Nangka,2023,12,18,2,15.93,Sto Nino,2023,12,18,2,11.69,11.69,Montalban,2023,12,18,2,21.56,2023-12-18 02:00:00,Nangka,0.0,0.0,Mt. Oro,1.0,1.0,17.387515278646227,0.0,26.1,26.1,17.387515278646227,0.0,26.1,17.387515278646227,0.0
Nangka,2023,12,18,3,15.93,Sto Nino,2023,12,18,3,11.66,11.66,Montalban,2023,12,18,3,21.56,2023-12-18 03:00:00,Nangka,0.0,0.0,Mt. Oro,1.0,1.0,17.601899159077025,0.0,26.1,26.1,17.601899159077025,0.0,26.1,17.601899159077025,0.0
Nangka,2023,12,18,4,15.93,Sto Nino,2023,12,18,4,11.67,11.67,Montalban,2023,12,18,4,21.56,2023-12-18 04:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,17.387515278646227,0.0,26.1,26.1,17.387515278646227,0.0,26.1,17.387515278646227,0.0
Nangka,2023,12,18,5,15.93,Sto Nino,2023,12,18,5,11.65,11.65,Montalban,2023,12,18,5,21.56,2023-12-18 05:00:00,Nangka,0.0,0.0,Mt. Oro,1.0,1.0,17.175453150740243,0.25,25.9,25.9,17.175453150740243,0.25,25.9,17.175453150740243,0.25
Nangka,2023,12,18,6,15.93,Sto Nino,2023,12,18,6,11.63,11.63,Montalban,2023,12,18,6,21.56,2023-12-18 06:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,17.584180004543022,1.0,26.7,26.7,17.584180004543022,1.0,26.7,17.584180004543022,1.0
Nangka,2023,12,18,7,15.93,Sto Nino,2023,12,18,7,11.61,11.61,Montalban,2023,12,18,7,21.56,2023-12-18 07:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,17.692139622232276,0.0,27.1,27.1,17.692139622232276,0.0,27.1,17.692139622232276,0.0
Nangka,2023,12,18,8,15.93,Sto Nino,2023,12,18,8,11.60,11.60,Montalban,2023,12,18,8,21.56,2023-12-18 08:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,17.674346382679957,0.0,27.5,27.5,17.674346382679957,0.0,27.5,17.674346382679957,0.0
Nangka,2023,12,18,9,15.93,Sto Nino,2023,12,18,9,11.61,11.61,Montalban,2023,12,18,9,21.56,2023-12-18 09:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,17.891811776528446,0.0,28.2,28.2,17.891811776528446,0.0,28.2,17.891811776528446,0.0
Nangka,2023,12,18,10,15.93,Sto Nino,2023,12,18,10,11.61,11.61,Montalban,2023,12,18,10,21.56,2023-12-18 10:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.24081736376197,0.0,28.5,28.5,18.24081736376197,0.0,28.5,18.24081736376197,0.0
Nangka,2023,12,18,11,15.93,Sto Nino,2023,12,18,11,11.62,11.62,Montalban,2023,12,18,11,21.56,2023-12-18 11:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.57723021617604,0.0,28.8,28.8,18.57723021617604,0.0,28.8,18.57723021617604,0.0
Nangka,2023,12,18,12,15.93,Sto Nino,2023,12,18,12,11.61,11.61,Montalban,2023,12,18,12,21.56,2023-12-18 12:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,19.053546771273044,0.0,29.0,29.0,19.053546771273044,0.0,29.0,19.053546771273044,0.0
Nangka,2023,12,18,13,15.93,Sto Nino,2023,12,18,13,11.61,11.61,Montalban,2023,12,18,13,21.56,2023-12-18 13:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.957340769695374,0.0,29.3,29.3,18.957340769695374,0.0,29.3,18.957340769695374,0.0
Nangka,2023,12,18,14,15.93,Sto Nino,2023,12,18,14,11.60,11.60,Montalban,2023,12,18,14,21.56,2023-12-18 14:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.842519965034864,0.0,29.7,29.7,18.842519965034864,0.0,29.7,18.842519965034864,0.0
Nangka,2023,12,18,15,15.93,Sto Nino,2023,12,18,15,11.62,11.62,Montalban,2023,12,18,15,21.56,2023-12-18 15:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.747240179665475,0.0,29.4,29.4,18.747240179665475,0.0,29.4,18.747240179665475,0.0
Nangka,2023,12,18,16,15.93,Sto Nino,2023,12,18,16,11.64,11.64,Montalban,2023,12,18,16,21.56,2023-12-18 16:00:00,Nangka,1.0,1.0,Mt. Oro,0.0,0.0,18.407966183511277,0.0,29.0,29.0,18.407966183511277,0.0,29.0,18.407966183511277,0.0
Nangka,2023,12,18,17,15.93,Sto Nino,2023,12,18,17,11.75,11.75,Montalban,2023,12,18,17,21.56,2023-12-18 17:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,17.945964401868444,0.0,28.9,28.9,17.945964401868444,0.0,28.9,17.945964401868444,0.0
Nangka,2023,12,18,18,15.93,Sto Nino,2023,12,18,18,11.82,11.82,Montalban,2023,12,18,18,21.56,2023-12-18 18:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.14816346627618,0.0,28.8,28.8,18.14816346627618,0.0,28.8,18.14816346627618,0.0
Nangka,2023,12,18,19,15.93,Sto Nino,2023,12,18,19,11.84,11.84,Montalban,2023,12,18,19,21.56,2023-12-18 19:00:00,Nangka,0.0,0.0,Mt. Oro,0.0,0.0,18.352348727818782,0.0,28.1,28.1,18.352348727818782,0.0,28.1,18.352348727818782,0.0
